ride_id,customer_id,request_date,request_hour,day_of_week,weekend,market,trip_type,distance_miles,estimated_duration_min,standard_estimated_wait_min,priority_eligible,priority_estimated_wait_min,priority_surcharge,priority_selected,temperature_f,rain,snow,high_demand,service_disruption,surge_multiplier,quoted_fare,campaign_id,campaign_treatment,campaign_offer_applied,discount_amount,ride_credit_earned,amount_paid,completed,customer_cancelled,driver_cancelled,actual_wait_min,actual_duration_min,driver_id,driver_experience_months,driver_rating_before_ride,vehicle_quality,customer_rating,complaint
R000111,C10261,2025-04-25,18,Friday,0,Lake City,Errand,6.0,16.4,11.5,0,,,0,71.5,0,0,1,0,1.25,24.48,,,0,0.0,0.0,24.48,1,0,0,13.4,13.3,D1611,8,4.52,Standard,,0
R000112,C08063,2025-02-16,12,Sunday,1,Riverton,Commute,10.8,25.4,8.0,0,,,0,39.3,0,0,1,0,1.25,34.71,,,0,0.0,0.0,34.71,1,0,0,8.4,27.3,D1410,25,4.75,Standard,,0
R000113,C10610,2025-11-09,10,Sunday,1,Lake City,Commute,8.4,19.8,5.3,1,1.2,5.0,0,30.8,0,0,0,0,1.0,24.49,,,0,0.0,0.0,24.49,1,0,0,6.1,18.8,D0578,23,4.75,Standard,,0
R000114,C07942,2025-09-19,14,Friday,0,Grand Junction,Errand,7.5,13.3,6.8,0,,,0,84.7,0,0,0,0,1.0,20.0,,,0,0.0,0.0,20.0,1,0,0,5.5,11.5,D0137,24,4.77,Standard,4,0
R000115,C06175,2025-08-14,12,Thursday,0,Mesa Vista,Leisure,7.7,21.2,4.9,0,,,0,81.6,0,0,0,0,1.0,24.28,,,0,0.0,0.0,24.28,1,0,0,5.4,21.2,D1112,16,4.64,Standard,5,0
R000116,C09125,2025-04-04,6,Friday,0,Lake City,Commute,6.9,17.8,7.2,0,,,0,63.6,1,0,0,0,1.0,21.45,,,0,0.0,0.0,21.45,1,0,0,11.7,24.1,D0853,13,4.71,Standard,,0
R000117,C04248,2025-03-10,17,Monday,0,Lake City,Leisure,5.4,16.6,4.9,0,,,0,40.2,0,0,0,0,1.0,18.59,,,0,0.0,0.0,18.59,1,0,0,5.5,18.4,D1280,7,4.43,Standard,5,0
R000118,C04229,2025-01-04,0,Saturday,1,Mesa Vista,Errand,8.7,18.7,9.1,0,,,0,14.0,0,0,0,0,1.0,25.46,,,0,0.0,0.0,25.46,1,0,0,9.4,16.2,D0929,1,4.72,Standard,4,0
R000119,C02093,2025-03-01,21,Saturday,1,Mesa Vista,Airport,13.1,30.6,8.5,0,,,0,28.4,1,0,0,0,1.0,35.7,,,0,0.0,0.0,0.0,0,1,0,7.5,34.5,D1655,25,4.77,Standard,,0
R000120,C00511,2025-02-02,6,Sunday,1,Riverton,Airport,13.5,28.8,8.1,0,,,0,30.3,0,0,0,0,1.0,33.19,,,0,0.0,0.0,33.19,1,0,0,11.2,23.9,D0837,17,4.76,Standard,4,0
R000121,C10967,2025-01-19,0,Sunday,1,Mesa Vista,Errand,7.3,19.7,8.8,0,,,0,19.3,0,0,1,0,1.4,32.57,,,0,0.0,0.0,32.57,1,0,0,13.5,16.5,D0815,16,4.75,Standard,5,0
R000122,C10370,2025-08-18,7,Monday,0,Mesa Vista,Commute,5.8,17.3,5.2,0,,,0,82.8,0,0,0,0,1.0,20.14,,,0,0.0,0.0,20.14,1,0,0,6.1,18.3,D1136,12,4.65,Premium,,0
R000123,C07722,2025-12-15,14,Monday,0,Lake City,Business,6.0,13.2,6.0,0,,,0,17.9,0,0,0,0,1.0,18.88,,,0,0.0,0.0,18.88,1,0,0,6.7,13.4,D0149,63,4.78,Comfort,5,0
R000124,C10896,2025-06-02,15,Monday,0,Riverton,Leisure,8.4,21.4,7.0,1,1.5,5.0,1,87.4,1,0,0,0,1.0,22.74,WINBACK_2025_06,$5 off,0,0.0,0.0,0.0,0,1,0,3.4,24.1,D0357,1,4.74,Standard,,0
R000125,C11959,2025-04-18,7,Friday,0,Mesa Vista,Leisure,6.1,14.4,9.0,0,,,0,68.8,0,0,1,0,1.4,28.03,,,0,0.0,0.0,28.03,1,0,0,11.1,15.0,D0763,15,4.89,Comfort,5,0
R000126,C00295,2025-08-03,14,Sunday,1,Lake City,Errand,3.5,10.2,7.3,0,,,0,79.4,0,0,1,0,1.4,19.46,,,0,0.0,0.0,0.0,0,0,1,11.0,14.7,D0436,22,4.65,Standard,,0
R000127,C07417,2025-03-30,0,Sunday,1,Mesa Vista,Leisure,2.0,9.7,9.5,0,,,0,45.3,1,0,0,0,1.0,11.89,,,0,0.0,0.0,11.89,1,0,0,9.8,11.3,D0044,43,4.96,Standard,5,0
R000128,C03601,2025-09-10,0,Wednesday,0,Lake City,Commute,12.7,24.8,7.5,0,,,0,78.7,1,0,0,0,1.0,33.03,,,0,0.0,0.0,33.03,1,0,0,12.3,29.1,D1160,29,4.82,Comfort,5,0
R000129,C05549,2025-10-12,16,Sunday,1,Lake City,Errand,5.3,17.2,7.0,0,,,0,50.2,0,0,1,0,1.15,21.34,,,0,0.0,0.0,0.0,0,0,1,8.5,20.0,D0496,13,4.93,Standard,,0
R000130,C00325,2025-02-22,10,Saturday,1,Grand Junction,Airport,39.0,82.3,5.4,1,1.2,6.0,0,44.9,0,0,0,0,1.0,89.68,,,0,0.0,0.0,89.68,1,0,0,3.2,76.1,D0926,3,5.0,Standard,5,0
R000131,C08006,2025-09-11,14,Thursday,0,Lake City,Errand,3.2,7.2,5.2,0,,,0,88.7,0,0,0,0,1.0,12.72,,,0,0.0,0.0,12.72,1,0,0,6.8,13.2,D0975,9,4.73,Standard,5,0
R000132,C07231,2025-02-07,9,Friday,0,Lake City,Commute,3.9,10.5,7.9,1,1.2,7.0,0,41.3,0,1,0,0,1.0,14.66,,,0,0.0,0.0,14.66,1,0,0,9.5,14.8,D1644,15,4.9,Standard,,0
R000133,C04429,2025-07-01,18,Tuesday,0,Riverton,Business,8.4,22.3,7.6,0,,,0,93.6,1,0,0,0,1.0,22.94,WINBACK_2025_06,$5 off,1,5.0,0.0,17.94,1,0,0,10.9,27.4,D1613,58,4.96,Comfort,5,0
R000134,C01885,2025-11-01,19,Saturday,1,Lake City,Errand,6.3,20.4,6.9,0,,,0,29.5,1,0,0,0,1.0,20.99,,,0,0.0,0.0,20.99,1,0,0,10.8,19.4,D0285,12,4.81,Standard,4,0
R000135,C10015,2025-09-08,17,Monday,0,Grand Junction,Business,4.4,8.7,6.9,0,,,0,79.5,0,0,1,0,1.25,17.03,,,0,0.0,0.0,17.03,1,0,0,8.3,9.3,D0016,21,4.9,Standard,5,0
R000136,C10844,2025-07-18,15,Friday,0,Grand Junction,Business,7.9,16.4,6.2,0,,,0,92.5,0,0,0,0,1.0,21.38,,,0,0.0,0.0,21.38,1,0,0,7.2,19.3,D0719,10,4.67,Comfort,5,0
R000137,C03990,2025-04-09,20,Wednesday,0,Grand Junction,Errand,9.7,26.7,8.3,0,,,0,53.9,0,0,1,0,1.25,33.44,,,0,0.0,0.0,33.44,1,0,0,8.0,21.4,D1619,12,4.65,Standard,,0
R000138,C02206,2025-05-26,9,Monday,0,Riverton,Commute,2.3,12.7,5.2,0,,,0,76.5,0,0,0,0,1.0,10.27,,,0,0.0,0.0,10.27,1,0,0,6.8,16.3,D1211,43,4.98,Standard,4,0
R000139,C06690,2025-10-28,22,Tuesday,0,Grand Junction,Leisure,8.3,22.4,9.1,0,,,0,46.4,0,0,0,0,1.0,23.39,,,0,0.0,0.0,23.39,1,0,0,8.9,25.3,D1637,38,4.92,Standard,5,0
R000140,C05095,2025-05-17,17,Saturday,1,Mesa Vista,Business,2.4,7.8,9.8,0,,,0,74.3,0,0,1,0,1.4,17.04,,,0,0.0,0.0,17.04,1,0,0,7.9,11.8,D0089,22,4.79,Standard,5,0
R000141,C09228,2025-05-24,21,Saturday,1,Northport,Errand,4.1,10.0,5.3,0,,,0,68.2,0,0,0,0,1.0,13.89,,,0,0.0,0.0,0.0,0,1,0,5.1,11.4,D0743,23,4.64,Standard,,0
R000142,C07548,2025-08-09,20,Saturday,1,Lake City,Commute,6.1,18.0,6.6,0,,,0,90.1,1,0,0,0,1.0,20.11,,,0,0.0,0.0,20.11,1,0,0,8.0,20.3,D0410,14,4.72,Comfort,5,0
R000143,C08561,2025-06-04,7,Wednesday,0,Mesa Vista,Leisure,5.7,16.5,6.3,0,,,0,81.4,1,0,0,0,1.0,19.79,WINBACK_2025_06,$5 ride credit,0,0.0,0.0,19.79,1,0,0,8.3,20.2,D1772,15,4.54,Comfort,5,0
R000144,C05018,2025-09-17,6,Wednesday,0,Grand Junction,Leisure,6.6,14.3,9.4,0,,,0,82.6,1,0,0,0,1.0,18.66,,,0,0.0,0.0,18.66,1,0,0,13.4,14.4,D0579,15,4.78,Comfort,5,0
R000145,C01591,2025-10-11,9,Saturday,1,Mesa Vista,Business,6.4,20.4,12.3,0,,,0,57.6,0,0,1,0,1.4,30.6,,,0,0.0,0.0,30.6,1,0,0,12.4,18.4,D0907,1,4.87,Comfort,5,0
R000146,C02452,2025-09-25,23,Thursday,0,Grand Junction,Airport,10.6,23.5,6.8,1,4.0,6.0,0,60.9,0,0,0,0,1.0,27.61,,,0,0.0,0.0,27.61,1,0,0,6.4,25.0,D1501,8,5.0,Standard,4,0
R000147,C00022,2025-08-18,15,Monday,0,Mesa Vista,Leisure,5.9,13.1,5.2,0,,,0,103.9,0,0,0,0,1.0,19.39,,,0,0.0,0.0,19.39,1,0,0,5.6,12.8,D0736,16,4.69,Premium,5,0
R000148,C08995,2025-03-14,8,Friday,0,Lake City,Business,4.0,11.9,5.3,0,,,0,31.3,0,0,0,0,1.0,15.14,,,0,0.0,0.0,15.14,1,0,0,5.3,14.3,D0153,30,5.0,Standard,5,0
R000149,C06158,2025-03-09,16,Sunday,1,Riverton,Errand,9.5,26.7,8.2,0,,,0,44.5,0,0,1,0,1.15,29.68,,,0,0.0,0.0,29.68,1,0,0,10.7,22.6,D0064,48,5.0,Standard,4,0
R000150,C09603,2025-06-14,9,Saturday,1,Grand Junction,Errand,3.0,12.2,7.0,0,,,0,80.2,0,0,1,0,1.6,19.16,WINBACK_2025_06,$5 ride credit,0,0.0,0.0,19.16,1,0,0,7.1,12.7,D0204,7,4.61,Standard,4,0
R000151,C00455,2025-11-21,17,Friday,0,Lake City,Business,2.7,12.3,6.1,1,2.0,6.0,1,46.7,0,0,0,0,1.0,12.98,,,0,0.0,0.0,18.98,1,0,0,1.5,14.8,D1270,4,4.95,Premium,5,0
R000152,C11880,2025-09-22,17,Monday,0,Grand Junction,Airport,24.5,58.8,7.1,1,1.2,5.0,1,65.5,1,0,0,0,1.0,59.42,,,0,0.0,0.0,64.42,1,0,0,2.6,62.4,D1188,19,4.65,Comfort,1,0
R000153,C10851,2025-01-11,12,Saturday,1,Lake City,Leisure,10.1,23.5,5.7,0,,,0,31.6,0,0,0,1,1.0,28.24,,,0,0.0,0.0,28.24,1,0,0,9.5,21.6,D1770,36,4.78,Standard,,0
R000154,C02065,2025-02-28,18,Friday,0,Lake City,Commute,1.3,6.6,5.8,0,,,0,36.7,0,0,0,0,1.0,9.3,,,0,0.0,0.0,9.3,1,0,0,4.1,4.2,D1100,14,4.95,Standard,,0
R000155,C11133,2025-03-24,14,Monday,0,Grand Junction,Commute,7.2,18.6,6.0,0,,,0,35.5,0,0,0,0,1.0,20.65,,,0,0.0,0.0,20.65,1,0,0,9.8,22.0,D1290,28,4.76,Standard,4,0
R000156,C05537,2025-12-11,1,Thursday,0,Riverton,Leisure,5.4,16.4,8.1,1,2.1,6.0,0,32.3,0,0,0,0,1.0,16.45,,,0,0.0,0.0,0.0,0,1,0,8.2,13.3,D1208,43,4.94,Standard,,0
R000157,C08203,2025-03-22,7,Saturday,1,Riverton,Airport,26.8,67.8,8.1,0,,,0,41.2,0,0,1,0,1.25,80.97,,,0,0.0,0.0,80.97,1,0,0,6.4,65.5,D0422,56,5.0,Comfort,,0
R000158,C07252,2025-06-10,13,Tuesday,0,Mesa Vista,Leisure,3.9,12.8,6.7,1,1.2,5.0,0,74.4,0,0,0,0,1.0,15.86,WINBACK_2025_06,$5 off,1,5.0,0.0,10.86,1,0,0,8.2,14.7,D0438,10,5.0,Comfort,4,0
R000159,C02423,2025-02-22,23,Saturday,1,Grand Junction,Airport,10.2,24.1,7.4,0,,,0,38.0,0,0,0,0,1.0,27.05,,,0,0.0,0.0,27.05,1,0,0,6.6,24.4,D0123,3,4.62,Standard,5,0
R000160,C02490,2025-05-29,1,Thursday,0,Lake City,Business,4.2,11.7,5.8,0,,,0,64.0,0,0,0,0,1.0,15.44,,,0,0.0,0.0,15.44,1,0,0,4.5,14.0,D0848,15,4.91,Standard,5,0
R000161,C10000,2025-11-21,16,Friday,0,Riverton,Leisure,5.7,14.6,10.7,0,,,0,54.9,0,1,0,0,1.0,16.57,,,0,0.0,0.0,16.57,1,0,0,12.1,17.7,D0981,18,4.9,Premium,5,0
R000162,C08209,2025-07-28,20,Monday,0,Mesa Vista,Commute,6.4,12.7,5.6,0,,,0,92.6,0,0,0,0,1.0,20.17,,,0,0.0,0.0,20.17,1,0,0,9.3,13.5,D0648,21,4.82,Standard,5,0
R000163,C10370,2025-09-12,17,Friday,0,Mesa Vista,Business,10.2,29.4,7.7,0,,,0,67.6,0,0,0,0,1.0,30.41,,,0,0.0,0.0,30.41,1,0,0,8.8,27.6,D0449,4,4.55,Standard,,0
R000164,C09794,2025-07-07,16,Monday,0,Grand Junction,Leisure,15.2,39.7,9.6,1,1.3,2.0,1,66.1,1,0,1,0,1.25,48.91,,,0,0.0,0.0,50.91,1,0,0,5.5,41.5,D0658,15,4.51,Standard,5,0
R000165,C10963,2025-04-26,7,Saturday,1,Lake City,Airport,19.2,50.0,6.1,0,,,0,52.3,0,0,0,0,1.0,49.82,,,0,0.0,0.0,49.82,1,0,0,4.9,53.7,D1000,10,4.59,Standard,,0
R000166,C10953,2025-02-13,21,Thursday,0,Lake City,Commute,3.6,11.4,6.1,0,,,0,28.3,1,0,0,0,1.0,14.34,,,0,0.0,0.0,14.34,1,0,0,2.5,10.2,D0885,20,4.82,Premium,5,0
R000167,C09411,2025-04-08,13,Tuesday,0,Northport,Leisure,7.3,18.1,4.7,0,,,0,52.9,0,0,0,0,1.0,21.21,,,0,0.0,0.0,21.21,1,0,0,3.1,13.2,D1374,18,4.93,Comfort,,0
R000168,C01583,2025-12-27,13,Saturday,1,Grand Junction,Leisure,17.4,39.0,7.0,0,,,0,29.7,0,0,0,0,1.0,42.78,,,0,0.0,0.0,42.78,1,0,0,7.7,42.6,D0564,3,4.91,Comfort,5,0
R000169,C03963,2025-06-12,16,Thursday,0,Grand Junction,Leisure,13.7,38.8,7.6,0,,,0,97.9,0,0,1,0,1.25,45.42,WINBACK_2025_06,$5 off,1,5.0,0.0,40.42,1,0,0,10.0,43.0,D0009,25,4.75,Standard,5,0
R000170,C00538,2025-09-29,18,Monday,0,Grand Junction,Commute,3.8,12.2,6.0,1,1.2,4.0,0,91.3,0,0,0,0,1.0,13.36,,,0,0.0,0.0,13.36,1,0,0,8.2,8.4,D1369,20,4.83,Comfort,5,0
R000171,C05683,2025-12-17,12,Wednesday,0,Riverton,Errand,8.0,18.6,7.0,0,,,0,41.5,0,0,0,0,1.0,21.43,,,0,0.0,0.0,21.43,1,0,0,7.7,19.9,D0127,27,4.81,Standard,4,0
R000172,C07926,2025-06-15,0,Sunday,1,Grand Junction,Commute,8.3,19.3,7.4,0,,,0,95.0,1,0,0,0,1.0,22.71,WINBACK_2025_06,$5 ride credit,1,0.0,5.0,22.71,1,0,0,8.8,20.0,D1498,6,4.94,Standard,,0
R000173,C01492,2025-04-22,6,Tuesday,0,Lake City,Commute,3.7,9.8,5.4,1,1.2,3.0,0,78.3,0,0,0,0,1.0,14.16,,,0,0.0,0.0,14.16,1,0,0,5.1,13.5,D0225,19,4.97,Standard,5,0
R000174,C08543,2025-04-15,21,Tuesday,0,Mesa Vista,Leisure,1.9,6.8,9.6,0,,,0,45.9,0,0,1,0,1.4,15.52,,,0,0.0,0.0,0.0,0,1,0,13.3,6.3,D1116,5,4.71,Standard,,0
R000175,C05951,2025-07-28,19,Monday,0,Riverton,Leisure,11.8,31.9,5.8,0,,,0,102.2,0,0,0,0,1.0,30.93,,,0,0.0,0.0,30.93,1,0,0,3.2,36.9,D0875,4,4.83,Comfort,5,0
R000176,C02736,2025-07-21,12,Monday,0,Lake City,Leisure,2.6,8.5,6.1,1,2.7,7.0,0,79.1,0,0,0,0,1.0,11.97,,,0,0.0,0.0,11.97,1,0,0,5.5,8.2,D1511,41,4.92,Premium,,0
R000177,C11688,2025-03-19,18,Wednesday,0,Riverton,Airport,6.8,19.2,7.8,0,,,0,50.3,1,0,0,0,1.0,19.49,,,0,0.0,0.0,19.49,1,0,0,11.6,24.3,D0148,13,4.95,Standard,5,0
R000178,C08345,2025-05-23,19,Friday,0,Mesa Vista,Leisure,11.6,33.3,7.8,0,,,0,73.8,0,0,1,0,1.6,53.91,,,0,0.0,0.0,0.0,0,1,0,8.1,36.1,D0462,41,4.74,Standard,,0
R000179,C02411,2025-05-30,20,Friday,0,Mesa Vista,Errand,3.0,12.4,7.3,0,,,0,79.6,1,0,0,0,1.0,14.22,,,0,0.0,0.0,14.22,1,0,0,8.9,15.1,D0115,16,5.0,Standard,,0
R000180,C05968,2025-05-16,18,Friday,0,Northport,Leisure,2.2,8.8,4.6,0,,,0,71.3,0,0,0,0,1.0,10.34,,,0,0.0,0.0,10.34,1,0,0,5.5,11.4,D1388,8,4.76,Standard,,0
R000181,C02901,2025-10-05,0,Sunday,1,Mesa Vista,Business,16.9,38.5,7.8,0,,,0,45.8,0,0,0,0,1.0,44.01,,,0,0.0,0.0,44.01,1,0,0,6.9,40.8,D0667,27,4.61,Standard,,0
R000182,C05590,2025-08-21,11,Thursday,0,Riverton,Leisure,9.6,22.1,9.2,1,1.2,3.0,0,70.2,0,0,1,0,1.15,28.72,,,0,0.0,0.0,0.0,0,1,0,7.0,25.9,D0959,17,4.81,Standard,,0
R000183,C10300,2025-08-19,16,Tuesday,0,Riverton,Errand,6.2,14.4,8.7,0,,,0,69.8,1,0,0,0,1.0,17.39,,,0,0.0,0.0,17.39,1,0,0,9.7,15.3,D0445,24,4.67,Comfort,4,0
R000184,C08406,2025-06-26,21,Thursday,0,Mesa Vista,Leisure,2.7,9.8,6.8,1,1.2,4.0,0,74.0,0,0,0,0,1.0,13.13,WINBACK_2025_06,Message only,0,0.0,0.0,13.13,1,0,0,6.9,9.2,D0512,2,4.78,Standard,5,0
R000185,C11674,2025-05-24,9,Saturday,1,Mesa Vista,Commute,8.3,24.1,9.8,1,6.2,5.0,0,61.5,1,0,1,0,1.4,36.35,,,0,0.0,0.0,36.35,1,0,0,11.7,24.3,D1140,2,4.9,Standard,,0
R000186,C07176,2025-05-20,10,Tuesday,0,Riverton,Business,16.5,36.5,5.8,1,2.9,5.0,0,68.6,1,0,0,0,1.0,40.07,,,0,0.0,0.0,0.0,0,1,0,8.3,42.1,D0960,3,4.85,Standard,,0
R000187,C08419,2025-04-21,10,Monday,0,Mesa Vista,Errand,4.6,15.5,5.4,1,2.4,4.0,0,57.1,0,0,0,0,1.0,17.67,,,0,0.0,0.0,17.67,1,0,0,10.7,21.9,D1189,45,5.0,Standard,,0
R000188,C11647,2025-09-29,20,Monday,0,Grand Junction,Errand,10.7,23.7,9.7,0,,,0,92.3,1,0,0,0,1.0,27.82,,,0,0.0,0.0,27.82,1,0,0,8.9,22.7,D1540,22,4.82,Standard,4,1
R000189,C03021,2025-05-16,21,Friday,0,Mesa Vista,Errand,2.5,7.4,5.9,0,,,0,79.3,1,0,0,0,1.0,12.25,,,0,0.0,0.0,12.25,1,0,0,6.4,6.7,D1777,28,4.65,Standard,5,0
R000190,C09323,2025-02-04,13,Tuesday,0,Grand Junction,Errand,6.9,18.5,7.0,1,1.2,4.0,0,29.9,0,0,0,0,1.0,20.11,,,0,0.0,0.0,20.11,1,0,0,4.9,14.1,D0162,10,4.72,Comfort,5,0
R000191,C11945,2025-11-08,19,Saturday,1,Lake City,Business,4.6,11.1,6.8,0,,,0,45.5,0,0,1,0,1.25,20.0,,,0,0.0,0.0,20.0,1,0,0,8.1,18.5,D0314,5,4.82,Standard,5,0
R000192,C07592,2025-12-03,9,Wednesday,0,Riverton,Leisure,4.1,11.6,7.2,0,,,0,35.0,0,0,0,0,1.0,13.14,,,0,0.0,0.0,13.14,1,0,0,13.2,9.8,D0704,26,4.67,Standard,5,0
R000193,C05370,2025-09-04,7,Thursday,0,Northport,Business,3.9,10.9,7.7,1,1.2,5.0,1,69.8,0,0,1,0,1.25,17.18,,,0,0.0,0.0,22.18,1,0,0,0.8,15.0,D0038,18,4.89,Standard,,0
R000194,C09821,2025-07-20,8,Sunday,1,Mesa Vista,Airport,7.9,20.6,9.7,0,,,0,69.2,0,0,1,0,1.6,39.2,,,0,0.0,0.0,39.2,1,0,0,10.1,24.1,D1301,1,5.0,Standard,5,0
R000195,C01608,2025-01-09,19,Thursday,0,Lake City,Airport,13.4,32.8,4.6,0,,,0,30.0,0,0,0,0,1.0,36.0,,,0,0.0,0.0,36.0,1,0,0,3.7,36.7,D1655,17,4.58,Standard,4,0
R000196,C07523,2025-05-17,10,Saturday,1,Riverton,Commute,7.5,16.1,6.2,1,1.2,3.0,0,70.0,0,0,0,0,1.0,20.02,,,0,0.0,0.0,0.0,0,1,0,6.1,16.9,D1291,1,4.64,Standard,,0
R000197,C10986,2025-07-25,13,Friday,0,Grand Junction,Airport,18.2,38.7,11.3,0,,,0,90.8,0,0,1,0,1.4,61.74,,,0,0.0,0.0,0.0,0,1,0,15.3,38.3,D0303,16,5.0,Standard,,0
R000198,C07378,2025-03-09,17,Sunday,1,Northport,Commute,6.9,21.7,8.5,1,3.1,5.0,0,41.3,0,0,0,0,1.0,21.31,,,0,0.0,0.0,21.31,1,0,0,7.6,20.2,D1547,3,4.75,Premium,,0
R000199,C01608,2025-07-23,17,Wednesday,0,Grand Junction,Leisure,14.0,34.5,6.3,1,1.2,3.0,0,85.6,0,0,0,1,1.0,35.91,,,0,0.0,0.0,35.91,1,0,0,12.5,35.7,D1575,10,4.72,Standard,5,0
R000200,C11852,2025-02-12,20,Wednesday,0,Lake City,Errand,4.1,14.2,8.2,0,,,0,41.1,0,0,0,0,1.0,15.82,,,0,0.0,0.0,0.0,0,1,0,10.6,11.8,D1609,8,4.7,Standard,,0
R000201,C04358,2025-04-13,12,Sunday,1,Riverton,Business,6.7,17.8,9.6,0,,,0,52.4,0,0,0,0,1.0,19.01,,,0,0.0,0.0,19.01,1,0,0,7.7,17.4,D0013,43,4.8,Standard,4,0
R000202,C04006,2025-03-23,17,Sunday,1,Mesa Vista,Airport,8.8,22.2,5.1,0,,,0,38.5,0,0,0,0,1.0,26.41,,,0,0.0,0.0,26.41,1,0,0,6.3,24.2,D1762,30,4.77,Standard,5,0
R000203,C06415,2025-04-23,10,Wednesday,0,Grand Junction,Errand,3.0,10.8,4.7,0,,,0,58.1,0,0,0,0,1.0,11.67,,,0,0.0,0.0,11.67,1,0,0,5.7,17.9,D1106,18,4.9,Standard,4,0
R000204,C10115,2025-02-23,8,Sunday,1,Mesa Vista,Airport,10.2,26.6,7.8,0,,,0,18.8,0,0,0,0,1.0,29.8,,,0,0.0,0.0,29.8,1,0,0,9.1,23.2,D1675,2,4.93,Standard,5,0
R000205,C08080,2025-10-08,13,Wednesday,0,Lake City,Airport,8.4,23.9,8.7,1,3.2,4.0,1,54.0,1,0,0,0,1.0,25.39,,,0,0.0,0.0,29.39,1,0,0,3.8,25.2,D1799,26,4.95,Standard,5,0
R000206,C09526,2025-10-12,8,Sunday,1,Northport,Airport,16.4,42.7,5.5,0,,,0,56.0,0,0,0,0,1.0,42.37,,,0,0.0,0.0,42.37,1,0,0,7.7,40.6,D1158,24,4.63,Standard,4,0
R000207,C08920,2025-04-19,10,Saturday,1,Mesa Vista,Airport,8.8,26.4,4.9,0,,,0,58.9,0,0,0,0,1.0,27.33,,,0,0.0,0.0,27.33,1,0,0,4.4,24.0,D0732,16,4.94,Comfort,5,0
R000208,C10145,2025-07-07,16,Monday,0,Lake City,Commute,4.8,16.8,7.0,0,,,0,93.0,0,0,0,0,1.0,17.6,,,0,0.0,0.0,17.6,1,0,0,8.2,19.0,D1558,25,5.0,Standard,5,0
R000209,C08128,2025-11-27,2,Thursday,0,Mesa Vista,Airport,11.9,29.0,5.8,1,1.2,6.0,0,61.5,0,0,0,0,1.0,33.27,,,0,0.0,0.0,33.27,1,0,0,6.6,29.3,D1454,6,4.88,Standard,5,0
R000210,C03223,2025-10-08,21,Wednesday,0,Lake City,Commute,12.0,26.6,5.5,1,1.2,6.0,0,51.8,0,0,0,0,1.0,32.21,,,0,0.0,0.0,32.21,1,0,0,5.3,27.7,D0423,10,4.97,Standard,5,0
R000211,C02067,2025-06-26,11,Thursday,0,Riverton,Airport,8.6,20.1,6.2,0,,,0,84.5,1,0,0,0,1.0,22.8,WINBACK_2025_06,Control,0,0.0,0.0,22.8,1,0,0,13.0,26.9,D1500,4,4.95,Standard,,0
R000212,C07417,2025-03-06,9,Thursday,0,Mesa Vista,Leisure,12.4,32.4,5.1,0,,,0,66.4,0,0,0,0,1.0,34.88,,,0,0.0,0.0,34.88,1,0,0,6.5,33.9,D1129,34,5.0,Standard,5,0
R000213,C11817,2025-12-18,16,Thursday,0,Lake City,Commute,9.9,26.1,6.8,0,,,0,44.0,0,0,0,0,1.0,28.47,,,0,0.0,0.0,28.47,1,0,0,4.8,27.3,D0310,11,4.68,Comfort,,0
R000214,C02279,2025-04-17,20,Thursday,0,Riverton,Commute,3.9,12.4,7.7,0,,,0,68.1,0,0,0,0,1.0,12.98,,,0,0.0,0.0,12.98,1,0,0,8.1,14.6,D1158,3,4.76,Standard,,0
R000215,C01997,2025-10-15,20,Wednesday,0,Northport,Business,6.4,17.3,6.3,0,,,0,81.4,1,0,0,0,1.0,19.48,,,0,0.0,0.0,19.48,1,0,0,7.7,20.2,D0533,34,4.92,Standard,4,0
R000216,C04222,2025-04-12,5,Saturday,1,Riverton,Leisure,3.4,9.5,11.0,1,4.4,5.0,0,65.6,0,0,1,0,1.4,16.06,,,0,0.0,0.0,16.06,1,0,0,12.0,9.7,D0365,9,4.98,Standard,4,0
R000217,C00429,2025-02-19,8,Wednesday,0,Grand Junction,Business,3.4,11.5,12.2,0,,,0,35.9,0,0,1,0,1.4,17.52,,,0,0.0,0.0,17.52,1,0,0,11.6,15.9,D0073,25,4.8,Standard,5,0
R000218,C10990,2025-10-08,2,Wednesday,0,Lake City,Leisure,11.6,25.0,7.8,1,1.2,2.0,1,75.0,0,0,0,0,1.0,31.17,,,0,0.0,0.0,33.17,1,0,0,0.8,16.6,D1541,10,4.71,Standard,5,0
R000219,C06940,2025-01-31,7,Friday,0,Mesa Vista,Errand,6.0,16.2,5.0,0,,,0,25.5,0,0,0,0,1.0,20.24,,,0,0.0,0.0,20.24,1,0,0,6.3,17.6,D1316,32,4.8,Comfort,5,0
R000220,C01077,2025-12-06,17,Saturday,1,Riverton,Leisure,5.4,14.5,5.0,0,,,0,39.3,0,0,0,0,1.0,16.03,,,0,0.0,0.0,16.03,1,0,0,6.9,16.4,D1091,9,5.0,Comfort,5,0
R000221,C00864,2025-07-05,7,Saturday,1,Lake City,Airport,20.6,51.1,11.2,0,,,0,83.0,0,0,1,0,1.6,83.97,,,0,0.0,0.0,83.97,1,0,0,9.2,49.8,D0888,20,4.58,Standard,5,0
R000222,C01033,2025-02-15,5,Saturday,1,Riverton,Errand,18.8,46.7,8.0,0,,,0,28.8,0,0,1,0,1.25,57.87,,,0,0.0,0.0,57.87,1,0,0,7.6,50.4,D0507,9,5.0,Standard,5,0
